source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-093,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-093,"Progress from board and product requirements through enclosure, thermal/EMI considerations, prototype artifacts, sourcing, assembly, and validation planning.",CAP-013,"Structured validation, diagnostics, and compatibility",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-094,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-094,"Develop a robotic or automated workcell concept, layout, fixtures, sequence, safety review, simulation, customer proposal, and deployment plan.",CAP-021,Truthful execution modes and current-run provenance,retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-095,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-095,"Progress from control requirements and existing-system evidence through logic changes, simulation, review, test, rollback, and an approved release package.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-096,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-096,"Progress from an equipment incident through diagnosis, approved inspection, parts/tool planning, repair work order, execution evidence, and return-to-service review.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-097,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-097,"Progress from field inspection through evidence capture, nonconformance, containment, root-cause work, corrective action, verification, and customer disposition.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-098,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-098,"Progress an engineering change through impact analysis, verification, documentation, required approvals, compliance submission, release, and audit package.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-099,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-099,"Coordinate design maturity, manufacturing readiness, quality planning, sourcing, supplier approvals, pilot evidence, issue closure, and production-release review.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-100,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-100,"Turn sales-approved requirements into a valid product configuration, engineering artifacts, quotation, customer approval, manufacturing package, and governed order handoff.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-001,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-001,Fixture data never masquerades as analysis of user data; modes and result provenance are persistent.,CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-002,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-002,"Definition, preflight, semantic, mapping/schema, approval, execution, outcome and cleanup failures have distinct owners and stop behavior.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-003,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-003,Only current-run evidence may identify a causal block; uncertainty is explicit.,CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-004,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-004,The product must support a generic typed multimodal request outcome; the exact single-primitive UI is revalidated in its feature spec.,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-005,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-005,Presence/type/readability preflight and consuming-task semantic sufficiency remain separate.,CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-006,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-006,Exact reviewed tool identity and schema precede AI argument generation.,CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-007,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-007,"Every executable step exposes bounded inputs, outputs, provenance, activity and diagnosis.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-008,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-008,"Validate-only, fixture, unconnected and live modes are explicit in all projections and evidence.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-009,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-009,Every non-success result has bounded layer-appropriate recovery or explicit external intervention.,CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-010,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-010,UI/code/CLI/headless views project one canonical definition; immutable run records alone own execution state.,CAP-017,"Immutable run, step, activity, and output records",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-011,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-011,Fast pure/component/contract tests are the default loop and qualified human review remains mandatory for trust/usability claims.,CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-012,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-012,Preflight enforces only explicit canonical or exact-contract requirements with visible provenance.,CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-013,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-013,A canonical request preserves typed artifacts and compatible typed views; the number and visual form of input blocks remain feature-level UX decisions.,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-014,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-014,Model configuration is immutable per run and tool isolation is a separate evidence-backed capability; unsupported selections fail explicitly.,CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-015,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-015,"Long-running steps expose durable activity, elapsed/last activity, partial-output status, cancel, separate deadlines, reconnect and bounded cleanup.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-016,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-016,Installed server discovery and exact executable tool binding are separate reviewed choices; broad domains never auto-bind.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-017,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-017,Code/text and diagram share one semantic model with stable identities and invalid-edit protection; syntax and Apply interaction require DEC-P0-002.,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-018,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-018,"Run state distinguishes registration, connection, first event, first output, terminal outcome and cleanup with typed failures.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-019,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-019,Consumer tool/schema and required mappings are ready before producer argument generation or invocation.,CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-020,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-020,Execution is UI-independent and UI/headless paths require declared equivalence; application-backed work additionally requires authoritative identity/exclusivity and independent engineering oracles.,CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-021,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-021,Use tool-independent semantic artifacts plus deterministic adapters when they improve portability and validation; direct schema-bound values remain permitted when explicitly reviewed.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-022,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-022,"Primary actions describe stable user actions; topology, status and failure details appear in progress/diagnosis.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-023,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-023,"Engineer-facing results lead with state, consequence, output and recovery while preserving exact technical evidence behind disclosure.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-024,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-024,"Successful runs expose accurate actionable typed outputs with producer provenance, lifetime, actions and cleanup.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/prototype-lesson-dispositions.json:LL-025,docs/programs/engineering-process-platform/prototype-lesson-dispositions.json,LL-025,"Ports, connections, runtime values/artifacts and reusable component interfaces are distinct canonical concepts; visual notation and composition UX require fresh usability evidence.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-001,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-001,Is this program's commercial target a supportable public-alpha evaluation or a production-supported commercial offer?,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-002,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-002,What is the production canonical process representation and the validation/apply boundary between text and diagram?,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-003,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-003,"How will application-backed MCP execution enforce authoritative surface identity, exclusivity, liveness and lost-client recovery?",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-004,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-004,What executor capability and evidence are sufficient to claim hard tool isolation for an AI step?,CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-005,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-005,"What connection, first-event, first-output, inactivity, total-execution and cleanup deadlines apply by execution profile?",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-006,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-006,"Who owns output retention, presenter resolution, reauthorization, expiry, cleanup and deletion for each artifact lifetime?",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-007,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-007,"Who has independent engineering authority to approve each benchmark oracle family, and what disagreement/quarantine policy applies?",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-008,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-008,What exact evidence proves UI-started and headless runs are semantically equivalent?,CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-009,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-009,"Who controls the blind holdout and where do definitions, assets and oracles live beyond development-agent visibility?",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-010,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-010,What exact customer/process population and claims must the 100-process sample represent?,CAP-029,Engineering-process outcomes across the customer story catalog,retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-011,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-011,"What frozen benchmark thresholds, profile mix, repeats and freshness cadence authorize release?",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-012,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-012,"Which third-party process definitions, inputs, artifacts, standards and proprietary-host evidence may be stored, redistributed or used commercially?",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-013,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-013,How must the v2 validator recognize the authoritative v1 revisions 10 through 19 without weakening the approved closed r1-through-r9 bootstrap profile?,CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-014,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-014,"What exact source/container, per-gate freshness, multi-module generator identity, and descendant delivery-evidence rules eliminate the dashboard provenance loop?",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-015,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-015,How will Wright satisfy the required browser-accessible live program-status page without silently expanding EPP-F01's approved 68-task implementation boundary?,CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-016,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-016,May EPP-F01 resolve the stable committed-identity cause only through the exact closed 37-claim append-only correction profile without changing any readiness or release authority?,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-017,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-017,May EPP-F01 dispose only the exact TR-0027 /inputs/3 source-versus-container origin defect through a separately approval-bound one-claim profile?,CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-018,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-018,May EPP-F01 dispose only the invalid repair-cause identifier at two exact historical state pointers and the truncated TR-0043 digest at one exact TR-0044 pointer through a closed two-claim append-only profile?,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-019,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-019,"May EPP-F01 disposition exactly the two TR-0047 output-digest claims and TR-0050 event-domain claim, then repair only the final catalog binding and two walkthrough causes under a closed V8 lease?",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
docs/programs/engineering-process-platform/decision-register.json:DEC-P0-020,docs/programs/engineering-process-platform/decision-register.json,DEC-P0-020,May EPP-F01 disposition exactly the immutable V8 discovery schema-reference finding and the immutable TR-0051 complete-set/self-path-order finding under a closed V9 profile?,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-001,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-001,"The prototype MUST be isolated behind a prototype-only route or flag and MUST NOT change the production Rivet editor, its patches, or its persisted project format.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-002,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-002,"The prototype MUST define a versioned, typed Wright workflow specification that is independent of every candidate canvas library and of Rivet.",CAP-009,Canvas readability and renderer-neutral projection,revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-003,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-003,"The workflow specification MUST represent configurable phase lanes, blocks, typed ports, connections, gates, feedback paths, artifacts, human review points, and presentation metadata.",CAP-010,"Direct manipulation, command batches, undo, and redo",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-004,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-004,"Block roles MAY describe interaction semantics such as input, transformation, MCP action, decision, artifact, approval, and notification, but MUST NOT select a domain-specific executor.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-005,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-005,"Phase names and presentation aliases MUST be data, so Define, Verify, and Manufacture can be retained for the reference scenario and replaced for other processes without code changes.",CAP-008,"Lossless Diagram, Code, and Split projections",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-006,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-006,The prototype MUST use a single generic MCP binding and execution path for every MCP tool.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-007,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-007,"A saved MCP binding MUST include exact server identity, tool identity, reviewed declaration or revision identity, input schema identity, and risk/approval evidence needed by the existing gateway.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-008,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-008,"MCP block ports and configuration controls MUST be derived from the selected tool schema, with explicit handling for unsupported schema constructs.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-009,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-009,All MCP discovery and calls MUST use Wright's existing provider-neutral catalog and governed gateway; the prototype MUST NOT call domain applications directly.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-010,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-010,"CAD, FEA, fabrication, and supplier actions MUST exist only as reference labels, sample tool declarations, and deterministic fixtures. No domain-specific service, executor, or node implementation may be introduced.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-011,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-011,"LLM authoring MUST target validated workflow commands or the typed workflow specification and MUST NOT emit candidate-library state, raw Rivet projects, or executable MCP calls.",CAP-016,Reviewed AI proposals and semantic diff,revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-012,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-012,"Each LLM-proposed change MUST be previewable as a semantic diff, explicitly accepted or rejected, atomic, and reversible.",CAP-014,"Input attachment, preview, replacement, and provenance",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-013,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-013,The prototype MUST provide deterministic LLM responses and an in-process or local deterministic MCP fixture for routine testing.,CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-014,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-014,"At least two and no more than three MIT-licensed graph candidates MUST be tested with the same fixture, required behaviors, and scoring rubric.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-015,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-015,"The candidate bakeoff MUST assess phase rendering, custom blocks, ports, loops, selection, keyboard access, layout control, serialization separation, React integration, performance, package health, and testability.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-016,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-016,"The branch MUST deliver independently demonstrable checkpoints for baseline/postmortem, early visual contract, library bakeoff, selected canvas integration, editing, generic MCP call, LLM authoring, integrated scenario, and final decision.",CAP-016,Reviewed AI proposals and semantic diff,revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-017,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-017,"Each checkpoint MUST state its hypothesis, bounded scope, demonstration, automated verification, measurements, decision, and retained learning.",CAP-004,"Data, control, decision, gate, and feedback relationships",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-018,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-018,"Prototype persistence MUST be local, explicitly disposable, and require no production schema migration.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-019,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-019,"The UI MUST expose purpose and engineering artifacts first while retaining exact MCP binding, schema, execution, and evidence details in an inspectable secondary view.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-020,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-020,"The prototype MUST preserve Wright's workspace scope, approvals, audit correlation, redaction, cancellation, and artifact evidence when it invokes MCP.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-021,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-021,The default development loop MUST use pure model tests and component tests; browser automation MUST be limited to focused checkpoint journeys and the repository gate.,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-022,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-022,"The branch MUST include a postmortem of the current Rivet integration and test process that identifies what to retain, change, retire, and measure, supported by observed timings and failure modes.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-023,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-023,"The final evidence MUST recommend retain, hybrid, replace, or stop and MUST separate the canvas-library decision from the generic MCP and workflow-specification decisions.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-024,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-024,"Prototype implementation MUST stop for human review after every major checkpoint, in accordance with the project constitution.",CAP-029,Engineering-process outcomes across the customer story catalog,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-025,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-025,"Before any graph-library dependency is installed, the prototype MUST provide a feature-flagged, read-only visual contract that is materially faithful to the generated reference image and driven by a typed fixture.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-026,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-026,"Engineering capability discovery MUST support pinned/recent items, search, and filterable categories so CAD, FEA, CAM, CFD, PLM/PDM, kinematics, and organization-defined capabilities do not become one long fixed palette.",CAP-011,Searchable engineering capability palette,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-027,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-027,Capability categories and templates MUST be presentation and discovery metadata only. Adding an executable capability MUST create the same generic MCP action role and require a reviewed exact catalog binding.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-028,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-028,"A capability template MUST expose an engineer-readable purpose, expected inputs, and expected outputs before tool binding. Any displayed catalog matches MUST be clearly identified as fixture or live data.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
